id,first_name,last_name,email,description
647,Johny,Clegg,jclegghy@histats.com,Perineal urethroscopy
648,Davey,Gellan,dgellanhz@barnesandnoble.com,Radical groin dissection
649,Augusta,Habercham,ahaberchami0@artisteer.com,Amputation and disarticulation of finger
650,Cammy,Beddoes,cbeddoesi1@usgs.gov,Incision of abdominal wall
651,Tracie,Zum Felde,tzumfeldei2@behance.net,Removal of tracheostomy tube
652,Sibley,Mainwaring,smainwaringi3@nationalgeographic.com,Suture of capsule or ligament of other lower extremity
653,Lorianna,Chessill,lchessilli4@scribd.com,"Removal of intraocular foreign body from anterior segment of eye, not otherwise specified"
654,Wright,Dennes,wdennesi5@adobe.com,Orchiopexy
655,Zonnya,Francesc,zfrancesci6@prlog.org,Laparoscopic unilateral oophorectomy
656,Peyter,Abbotson,pabbotsoni7@paginegialle.it,"Other partial ostectomy, humerus"
657,Korrie,Benedicto,kbenedictoi8@flickr.com,"Microscopic examination of specimen from operative wound, culture and sensitivity"
658,Riccardo,Dundredge,rdundredgei9@newyorker.com,Referral for drug addiction rehabilitation
659,Tynan,Belhomme,tbelhommeia@elegantthemes.com,Open biopsy of soft tissue
660,Jimmie,Bracegirdle,jbracegirdleib@cbc.ca,Reduction of hemorrhoids
661,Rick,Spur,rspuric@forbes.com,Removal of intraocular foreign body from anterior segment of eye without use of magnet
662,Adi,Pinsent,apinsentid@amazon.com,Other glossotomy
663,Ardys,Coole,acooleie@etsy.com,Replacement of nephrostomy tube
664,Guthrie,Lurcock,glurcockif@deviantart.com,Ureterotomy
665,Gwenora,Fenton,gfentonig@epa.gov,Visual field study
666,Kristos,Tremayne,ktremayneih@google.es,Reimplantation of aberrant renal vessel
667,Vyky,Jennrich,vjennrichii@vinaora.com,Ureteropexy
668,Haleigh,Lupton,hluptonij@forbes.com,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, culture and sensitivity"
669,Felike,Blench,fblenchik@scientificamerican.com,Open reduction of dislocation of hip
670,Teirtza,Wenban,twenbanil@is.gd,Other excision or destruction of lesion of uterus
671,Heddie,Girardetti,hgirardettiim@nifty.com,Excision of muscle or fascia of hand for graft
672,Bridgette,Revie,breviein@latimes.com,Pharyngeal biopsy
673,Phyllys,Plank,pplankio@deviantart.com,"Microscopic examination of specimen from unspecified site, parasitology"
674,Nevile,Christoffersen,nchristoffersenip@51.la,Complete substernal thyroidectomy
675,Prent,Iwanowski,piwanowskiiq@weather.com,Play psychotherapy
676,Harmony,Myhill,hmyhillir@google.com.au,"Other excision of joint, wrist"
677,Brunhilde,Sturley,bsturleyis@fema.gov,Insertion of aqueous drainage device
678,Courtenay,McEnhill,cmcenhillit@freewebs.com,Total pancreatectomy
679,Estell,Frawley,efrawleyiu@guardian.co.uk,Division of sympathetic nerve or ganglion
680,Scotti,Garralts,sgarraltsiv@altervista.org,Other high forceps operation
681,Dilly,Sabbin,dsabbiniw@intel.com,Construction of auricle of ear
682,Cy,De Cruze,cdecruzeix@scientificamerican.com,Vaccination against pertussis
683,Trev,Woodington,twoodingtoniy@google.de,Excision of lesion of tendon sheath
684,Harp,Holburn,hholburniz@artisteer.com,"Removal of foreign body without incision from upper limb, except hand"
685,Hartwell,Forber,hforberj0@usa.gov,Repair of blood vessel with synthetic patch graft
686,Auberon,Duprey,adupreyj1@squidoo.com,Replacement of other cast
687,Leyla,Gordon-Giles,lgordongilesj2@nytimes.com,Other amputation below knee
688,Sheff,Avramow,savramowj3@ustream.tv,"Open reduction of fracture with internal fixation, humerus"
689,Vivi,Morsley,vmorsleyj4@nbcnews.com,Initial insertion of dual-chamber device
690,Gwennie,Childs,gchildsj5@etsy.com,Other operations on iris
691,Winn,Samways,wsamwaysj6@devhub.com,Thermokeratoplasty
692,Merrick,Cragg,mcraggj7@unblog.fr,Hysteroscopy
693,Tabby,Blacklawe,tblacklawej8@loc.gov,Excision or destruction of testicular lesion
694,Taddeo,Lyste,tlystej9@mtv.com,Other tenonectomy
695,Gun,Elvidge,gelvidgeja@vinaora.com,"Thymectomy, not otherwise specified"
696,Petr,Neasham,pneashamjb@si.edu,Whirlpool treatment
697,Aymer,Yates,ayatesjc@cnet.com,"Other local excision or destruction of lesion of joint, foot and toe"
698,Blakeley,Juszczak,bjuszczakjd@google.it,Other nonoperative replacements
699,Raddie,Tasseler,rtasselerje@taobao.com,"Microscopic examination of specimen from female genital tract, parasitology"
700,Merola,Aves,mavesjf@si.edu,Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT]
701,Stanley,Songer,ssongerjg@go.com,Endoscopic excision or destruction of lesion of biliary ducts or sphincter of Oddi
702,Archibald,Allday,aalldayjh@freewebs.com,"Other incision of bone without division, tarsals and metatarsals"
703,Bathsheba,Clifton,bcliftonji@utexas.edu,Other contrast radiogram of brain and skull
704,Myron,Flury,mfluryjj@exblog.jp,"Sequestrectomy, carpals and metacarpals"
705,Booth,Boord,bboordjk@rambler.ru,Contrast arthrogram
706,Reade,Tomkins,rtomkinsjl@naver.com,Other anastomosis of bladder
707,Grantley,Crotty,gcrottyjm@hostgator.com,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, other microscopic examination"
708,Ennis,MacLleese,emaclleesejn@unicef.org,"Biopsy of mouth, unspecified structure"
709,Elfie,Louedey,elouedeyjo@etsy.com,Other skin traction of limbs
710,Shay,Chidler,schidlerjp@latimes.com,Intracarotid amobarbital test
711,Corbin,Casbourne,ccasbournejq@msn.com,"Division of joint capsule, ligament, or cartilage, ankle"
712,Krista,Valencia,kvalenciajr@cmu.edu,"Arthroscopy, hip"
713,Chadd,Jaulmes,cjaulmesjs@360.cn,Other repair of urinary stress incontinence
714,Roy,Bransden,rbransdenjt@princeton.edu,Operations on globus pallidus
715,Brig,Pieters,bpietersju@ebay.co.uk,Manual rupture of ovarian cyst
716,Lodovico,Cammomile,lcammomilejv@icio.us,P32 and other tracer studies of eye
717,Kaila,Magson,kmagsonjw@vk.com,X-ray of gravid uterus
718,Marje,Airey,maireyjx@reuters.com,Continuous invasive mechanical ventilation of unspecified duration
719,Edmund,Scarratt,escarrattjy@hubpages.com,Suture of gastric ulcer site
720,Shane,McGinlay,smcginlayjz@about.com,Closed reduction of dislocation of other specified sites
721,Orelle,Catonne,ocatonnek0@netvibes.com,Posterior resection of rectum
722,Kelli,Littley,klittleyk1@cornell.edu,Intravenous infusion of clofarabine
723,Tore,Pylkynyton,tpylkynytonk2@clickbank.net,Removal of embedded foreign body from conjunctiva by incision
724,Hamilton,Garrood,hgarroodk3@woothemes.com,Implantation or replacement of cardiac resynchronization pacemaker pulse generator only [CRT-P]
725,Alley,Rickman,arickmank4@unc.edu,"Gluteal artery perforator (GAP) flap, free"
726,Margret,Jeduch,mjeduchk5@meetup.com,"Removal of foreign body without incision from lower limb, except foot"
727,Dori,Everix,deverixk6@hostgator.com,Other irrigation of wound
728,Susannah,Fairlem,sfairlemk7@nymag.com,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, cell block and Papanicolaou smear"
729,Evvie,Le Marquis,elemarquisk8@amazon.com,"Other local excision or destruction of lesion of joint, hand and finger"
730,Isidora,Stain,istaink9@ycombinator.com,Epiglottidectomy
731,Bondie,Legate,blegateka@infoseek.co.jp,Thoracoscopic pleural biopsy
732,Miquela,Arghent,marghentkb@4shared.com,Thoracoscopic decortication of lung
733,Myrna,Rigney,mrigneykc@ycombinator.com,Apicoectomy
734,Hillie,Wimpress,hwimpresskd@si.edu,"Closed heart valvotomy, tricuspid valve"
735,Brietta,Bertwistle,bbertwistleke@rediff.com,Other chest x-ray
736,Emmi,Prewer,eprewerkf@phoca.cz,Computer assisted surgery with multiple datasets
737,Rafaela,Brazel,rbrazelkg@cargocollective.com,Endovascular replacement of unspecified heart valve
738,Ali,Lawtey,alawteykh@wordpress.org,"Revision of knee replacement, not otherwise specified"
739,Jackqueline,Twycross,jtwycrosski@ycombinator.com,Other orthognathic surgery on mandible
740,Ashly,Pearlman,apearlmankj@icq.com,Other operations on cranial and peripheral nerves
741,Emmalyn,Siveyer,esiveyerkk@a8.net,Other repair of punctum
742,Harris,Lanham,hlanhamkl@blog.com,Truncal vagotomy
743,Minni,Harries,mharrieskm@blogger.com,Incision and drainage of tonsil and peritonsillar structures
744,Sharleen,Degue,sdeguekn@taobao.com,Bone scan
745,Rickie,Andrichak,randrichakko@multiply.com,Removal of mediastinal drain
746,Rowney,Helix,rhelixkp@dailymail.co.uk,Tracheoesophageal fistulization
747,Giles,Eingerfield,geingerfieldkq@fema.gov,Total excision of pineal gland
748,Camila,Willox,cwilloxkr@nymag.com,(Aorto)coronary bypass of four or more coronary arteries
749,Eveline,Tripon,etriponks@google.nl,Amputation through hand
750,Peirce,Berecloth,pbereclothkt@answers.com,Uterine artery embolization [UAE] with coils
751,Rosemarie,O'Carroll,rocarrollku@vistaprint.com,Other and unspecified repair of unspecified septal defect of heart
752,Zahara,Graver,zgraverkv@google.fr,"Microscopic examination of specimen from ear, nose, throat, and larynx, bacterial smear"
753,El,Spray,espraykw@huffingtonpost.com,Injection of locally-acting therapeutic substance into peritoneal cavity
754,Lothario,Daggett,ldaggettkx@xrea.com,"Other repair or plastic operations on bone, radius and ulna"
755,Ashlan,Roskell,aroskellky@toplist.cz,Suture of laceration of palate
756,Lorelei,Mosson,lmossonkz@bloglines.com,"Root canal, not otherwise specified"
757,Anallese,Gofforth,agofforthl0@exblog.jp,Electrolysis and other epilation of skin
758,Shauna,Myton,smytonl1@about.me,Other bilateral ligation and division of fallopian tubes
759,Etienne,Bedboro,ebedborol2@webnode.com,"Revision of joint replacement of lower extremity, not elsewhere classified"
760,Ewell,Duncan,eduncanl3@paginegialle.it,"Insertion of spinal disc prosthesis, not otherwise specified"
761,Ramona,Rosthorn,rrosthornl4@geocities.com,Removal of vaginal diaphragm
762,Vonnie,Gobbet,vgobbetl5@psu.edu,Percutaneous nephrostomy without fragmentation
763,Aylmer,Ferrige,aferrigel6@archive.org,Insertion of totally implantable vascular access device [VAD]
764,Terry,Tittletross,ttittletrossl7@blogspot.com,Other excision or destruction of lesion of uterus
765,Massimo,Maso,mmasol8@oaic.gov.au,Other operations on ossicular chain
766,Micheil,Vautre,mvautrel9@merriam-webster.com,Lower leg or ankle reattachment
767,Alex,Lamas,alamasla@un.org,"Fitting of prosthesis of leg, not otherwise specified"
768,Murdock,Nolleau,mnolleaulb@ezinearticles.com,"Closed reduction of fracture without internal fixation, tibia and fibula"
769,Daphene,MacGilmartin,dmacgilmartinlc@sciencedaily.com,Adenoidectomy without tonsillectomy
770,Elden,Leel,eleelld@yale.edu,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture"
771,Lizzy,GiacobbiniJacob,lgiacobbinijacoble@edublogs.org,Partial gastrectomy with anastomosis to jejunum
772,Prentice,Drewery,pdrewerylf@squarespace.com,Other repair of mesentery
773,Brunhilda,Howle,bhowlelg@cloudflare.com,Insertion of subcutaneous electrical anal stimulator
774,Anthony,Hathway,ahathwaylh@drupal.org,Excision of muscle or fascia of hand for graft
775,Sheffy,Filintsev,sfilintsevli@livejournal.com,Insertion of testicular prosthesis
776,Mufinella,Sumner,msumnerlj@slashdot.org,Other operations on ciliary body
777,Myrlene,Itzhayek,mitzhayeklk@cornell.edu,Open heart valvuloplasty of mitral valve without replacement
778,Afton,Brompton,abromptonll@earthlink.net,"Sequestrectomy, patella"
779,Bear,Harvie,bharvielm@yahoo.com,Lysis of adhesions of tongue
780,Darby,Adao,dadaoln@va.gov,Homograft to skin
781,Nannette,Couzens,ncouzenslo@seesaa.net,Closed [endoscopic] biopsy of small intestine
782,Waneta,Thompson,wthompsonlp@mac.com,"Other partial ostectomy, femur"
783,Lexy,Sommerland,lsommerlandlq@chron.com,"Biopsy of spermatic cord, epididymis, or vas deferens"
784,Ervin,Duckworth,educkworthlr@gravatar.com,"Revision of total knee replacement, tibial insert (liner)"
785,Jarret,Bridgeland,jbridgelandls@blogtalkradio.com,"Diagnostic procedures on bone, not elsewhere classified, patella"
786,Clementina,Dunniom,cdunniomlt@miitbeian.gov.cn,Percutaneous robotic assisted procedure
787,Michal,Wallenger,mwallengerlu@sciencedaily.com,Caval-pulmonary artery anastomosis
788,Kellia,Dovington,kdovingtonlv@g.co,Suture of laceration of testis
789,Krissy,Mandel,kmandellw@de.vu,Local perfusion of small intestine
790,Katie,Rout,kroutlx@networksolutions.com,Antesternal esophagoesophagostomy
791,Harriott,Gregoletti,hgregolettily@google.de,"Other excision of vessels, intracranial vessels"
792,Dickie,Mayston,dmaystonlz@t.co,Other suture of abdominal wall
793,Sibyl,Hatliffe,shatliffem0@answers.com,Operations on thalamus
794,Humberto,Sheehy,hsheehym1@hao123.com,Other biopsy of ovary
795,Walsh,Seneschal,wseneschalm2@linkedin.com,Removal of intraluminal foreign body from larynx without incision
796,Maureene,Dayer,mdayerm3@virginia.edu,Therapeutic erythrocytapheresis
797,Cristine,Deschelle,cdeschellem4@senate.gov,Incision of pituitary gland
798,Sheffy,Vankin,svankinm5@google.com.hk,Other electrocoagulation of rectal lesion or tissue
799,Leslie,Benardet,lbenardetm6@army.mil,Paracervical uterine denervation
800,Abner,Denmead,adenmeadm7@businessweek.com,Other destruction of intervertebral disc
801,Yankee,Esgate,yesgatem8@soup.io,Hypothermia (central) (local)
802,Derril,Talks,dtalksm9@networkadvertising.org,Removal of vaginal or vulvar packing
803,Dicky,Toquet,dtoquetma@acquirethisname.com,Excision of seminal vesicle
804,Andriana,Domaschke,adomaschkemb@sun.com,Crisis intervention
805,Gavrielle,Pile,gpilemc@tinyurl.com,Large-to-large intestinal anastomosis
806,Carine,Wimes,cwimesmd@springer.com,"Unspecified operation on bone injury, tibia and fibula"
807,Bess,Carlisso,bcarlissome@delicious.com,"Microscopic examination of specimen from female genital tract, culture"
808,Ignazio,Cullington,icullingtonmf@mysql.com,Teleradiotherapy using electrons
809,Audry,Rowbrey,arowbreymg@123-reg.co.uk,Other antesternal esophageal anastomosis with interposition
810,Linnie,Duncombe,lduncombemh@miitbeian.gov.cn,Excision of perirenal or perivesical tissue
811,Alina,Krelle,akrellemi@usatoday.com,Other bilateral endoscopic destruction or occlusion of fallopian tubes
812,Maximo,Cattanach,mcattanachmj@reverbnation.com,Other tendon transposition
813,Rubina,Smith,rsmithmk@wp.com,Cisternal puncture
814,Claudio,Lambourne,clambourneml@drupal.org,"Excisional debridement of wound, infection, or burn"
815,Joye,Redfern,jredfernmm@newyorker.com,Removal of intrauterine pack
816,Bryan,Rosenbusch,brosenbuschmn@usnews.com,Other plastic operations on fascia
817,Darwin,Kohn,dkohnmo@google.it,Laparoscopically assisted vaginal hysterectomy (LAVH)
818,Forster,Askew,faskewmp@walmart.com,Other operations on eyeball
819,Livy,Newbery,lnewberymq@comcast.net,Proctoclysis
820,Myrwyn,Dewan,mdewanmr@woothemes.com,Percutaneous transluminal coronary angioplasty [PTCA]
821,Temple,Grolle,tgrollems@phoca.cz,Percutaneous transluminal coronary angioplasty [PTCA]
822,Gaston,Harriday,gharridaymt@bizjournals.com,Whirlpool treatment
823,Nichole,Grain,ngrainmu@ca.gov,Other repair of heart and pericardium
824,Trevor,Mosten,tmostenmv@acquirethisname.com,Insertion of (naso-)intestinal tube
825,Winfred,Copeland,wcopelandmw@tuttocitta.it,Ligation of vas deferens
826,Larisa,Jellis,ljellismx@booking.com,Myotomy of sigmoid colon
827,Natividad,Corradi,ncorradimy@google.it,Laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis
828,Hartley,Shaw,hshawmz@google.ru,Endoscopic sphincterotomy and papillotomy
829,Josee,Sharrock,jsharrockn0@51.la,"Resection of vessel with replacement, upper limb vessels"
830,Leisha,Moat,lmoatn1@jigsy.com,Partial mandibulectomy
831,Marina,Whelband,mwhelbandn2@over-blog.com,Ligation of thyroid vessels
832,Homere,Hessle,hhesslen3@oaic.gov.au,Auxiliary liver transplant
833,Freemon,Slyne,fslynen4@virginia.edu,"Closed reduction of fracture without internal fixation, carpals and metacarpals"
834,Zenia,Edmeads,zedmeadsn5@geocities.jp,Interposition operation
835,Franny,Petrovsky,fpetrovskyn6@xrea.com,Dermabrasion
836,Kennith,Exton,kextonn7@marketwatch.com,Allogeneic hematopoietic stem cell transplant with purging
837,Helen,Kob,hkobn8@photobucket.com,"Internal fixation of bone without fracture reduction, tarsals and metatarsals"
838,Meryl,Keyme,mkeymen9@spotify.com,Other operations on ciliary body
839,Jeane,Chaddock,jchaddockna@yellowpages.com,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture"
840,Annetta,Abramof,aabramofnb@google.cn,Amputation of cervix
841,Sela,Lowbridge,slowbridgenc@trellian.com,Closed reduction of dislocation of ankle
842,Elbert,Rodenborch,erodenborchnd@aboutads.info,Repair of blepharoptosis by tarsal technique
843,Sanford,Muggeridge,smuggeridgene@wordpress.org,Suture of laceration of rectum
844,Janifer,Wike,jwikenf@reference.com,"Insertion of bone growth stimulator, humerus"
845,Dulcea,Skakunas,dskakunasng@dion.ne.jp,"Spinal fusion, not otherwise specified"
846,Stefanie,Goodridge,sgoodridgenh@drupal.org,"Revision of knee replacement, femoral component"
847,Abra,Brotherhood,abrotherhoodni@narod.ru,"Resurfacing hip, partial, femoral head"
848,Vevay,Swancock,vswancocknj@i2i.jp,Chemical shock therapy
849,Julieta,Ebrall,jebrallnk@mozilla.org,"Other and open repair of diaphragmatic hernia, with thoracic approach"
850,Wolfgang,Scanterbury,wscanterburynl@msu.edu,Revision of enucleation socket with graft
851,Charlean,Brogi,cbroginm@booking.com,Hysterotomy
852,Link,Reichartz,lreichartznn@flavors.me,"Isolation of intestinal segment, not otherwise specified"
853,Nannie,Frango,nfrangono@ed.gov,"Other destruction of lesion of small intestine, except duodenum"
854,Marita,Youle,myoulenp@ycombinator.com,Transposition of nipple
855,Milton,Battye,mbattyenq@photobucket.com,"Revision of operative wound of anterior segment, not elsewhere classified"
856,Casar,McKernan,cmckernannr@de.vu,Reopening of recent thoracotomy site
857,Lucie,Corking,lcorkingns@myspace.com,Other operations on the breast
858,Rosanna,Stanmore,rstanmorent@nifty.com,Excision of skin for graft
859,Shawna,Streatfeild,sstreatfeildnu@telegraph.co.uk,"Resection of vessel with anastomosis, upper limb vessels"
860,Salomone,Crufts,scruftsnv@yale.edu,Other operations on ciliary body
861,Ileana,Coultass,icoultassnw@usatoday.com,Other phototherapy
862,Loree,Shellcross,lshellcrossnx@webeden.co.uk,Local excision or destruction of other lesion of nose
863,Minta,Baythorp,mbaythorpny@ow.ly,Closed [endoscopic] biopsy of large intestine
864,Eugenie,Fullbrook,efullbrooknz@uiuc.edu,"Other arthrotomy, hip"
865,Randee,Yaldren,ryaldreno0@ameblo.jp,Other operations on penis
866,Betti,Fatkin,bfatkino1@usatoday.com,Reopening of laminectomy site
867,Nicolai,Roncelli,nroncellio2@ocn.ne.jp,Radical glossectomy
868,Jasper,Swansborough,jswansborougho3@boston.com,"Microscopic examination of specimen from operative wound, cell block and Papanicolaou smear"
869,Malina,Littlefair,mlittlefairo4@purevolume.com,Endoscopic insertion of stent (tube) into pancreatic duct
870,Moyna,Birkbeck,mbirkbecko5@youku.com,"Routine chest x-ray, so described"
871,Ingamar,Matashkin,imatashkino6@google.co.uk,Iridencleisis and iridotasis
872,Zak,Gebbe,zgebbeo7@fda.gov,Insertion of aqueous drainage device
873,Juli,Longhorne,jlonghorneo8@i2i.jp,Open chest cardiac massage
874,Corbet,Avraam,cavraamo9@odnoklassniki.ru,Accessory-hypoglossal anastomosis
875,Skip,Kettlesing,skettlesingoa@mtv.com,Excision of cystic duct remnant
876,Timothee,Freeborne,tfreeborneob@bravesites.com,Control of epistaxis by (transantral) ligation of the maxillary artery
877,Rivalee,Swadlen,rswadlenoc@themeforest.net,Laparoscopic removal of gastric restrictive device(s)
878,Perry,Bassam,pbassamod@typepad.com,Other diagnostic procedures on spleen
879,Ciel,Slatcher,cslatcheroe@craigslist.org,Total body scan
880,Alric,Rye,aryeof@cisco.com,Therapeutic photopheresis
881,Tedra,Newstead,tnewsteadog@symantec.com,Unilateral extended radical mastectomy
882,Joy,Yitzhakof,jyitzhakofoh@feedburner.com,Anal cerclage
883,Bari,McCole,bmccoleoi@wp.com,Biopsy of fallopian tube
884,Yehudit,Brissenden,ybrissendenoj@ebay.com,Epididymectomy
885,Ariel,Genike,agenikeok@newsvine.com,Radical subtotal pancreatectomy
886,Willem,Elgee,welgeeol@edublogs.org,"Resection of vessel with replacement, other vessels of head and neck"
887,Lily,Feak,lfeakom@tripod.com,Incision of anal septum
888,Gordan,Arbon,garbonon@gnu.org,Laparoscopic incidental appendectomy
889,Victoria,Maddie,vmaddieoo@epa.gov,Other permanent tracheostomy
890,Clerkclaude,Kingaby,ckingabyop@adobe.com,Urethrotomy
891,Marietta,Diprose,mdiproseoq@ftc.gov,"Unspecified operation on bone injury, tarsals and metatarsals"
892,Andrew,Cabel,acabelor@who.int,Reduction of hemorrhoids
893,Lydia,O'Driscole,lodriscoleos@biglobe.ne.jp,Retroperitoneal pneumogram
894,Kamillah,Ivashnikov,kivashnikovot@businessweek.com,Closed [endoscopic] biopsy of larynx
895,Alexandre,Lintot,alintotou@free.fr,Incision of bronchus
896,Steffi,Curuclis,scuruclisov@wikipedia.org,Other total shoulder replacement
897,Olivia,Bassford,obassfordow@wikimedia.org,Intrathoracic esophageal anastomosis with interposition of small bowel
898,Estele,Jollie,ejollieox@flavors.me,Other chordotomy
899,Glenna,Rimes,grimesoy@dedecms.com,Other operations on penis
900,Afton,Talby,atalbyoz@wiley.com,Coronary arteriography using a single catheter
901,Anett,Beardsell,abeardsellp0@mediafire.com,Removal of thoracotomy tube or pleural cavity drain
902,Isidro,Alps,ialpsp1@parallels.com,Laparoscopic removal of remaining ovary
903,Berty,Gregersen,bgregersenp2@fotki.com,Division of sympathetic nerve or ganglion
904,Kalil,Tembridge,ktembridgep3@usda.gov,"Lysis of adhesions of muscle, tendon, fascia, and bursa"
905,Birgit,Cejka,bcejkap4@shinystat.com,"Closed reduction of fracture with internal fixation, tarsals and metatarsals"
906,Ronni,Pitrasso,rpitrassop5@tinyurl.com,Suture of laceration of vas deferens and epididymis
907,Fields,Leber,fleberp6@npr.org,Repair of cystocele with graft or prosthesis
908,Alair,Onge,aongep7@moonfruit.com,Hypothermia (systemic) incidental to open heart surgery
909,Kiersten,Brasener,kbrasenerp8@pbs.org,Wide excision of lesion of lip
910,Priscilla,Howkins,phowkinsp9@cam.ac.uk,Incision of duodenum
911,Karia,Nelane,knelanepa@senate.gov,"Closed reduction of fracture without internal fixation, tarsals and metatarsals"
912,Toni,Norree,tnorreepb@skyrock.com,Bilateral subcutaneous mammectomy with synchronous implant
913,Alonzo,Piotrkowski,apiotrkowskipc@vinaora.com,Other electrocoagulation of rectal lesion or tissue
914,Dot,Murtagh,dmurtaghpd@wisc.edu,"Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive"
915,Lorrayne,Pithcock,lpithcockpe@flavors.me,Other bilateral femoral herniorrhaphy
916,Riley,Sainer,rsainerpf@tripod.com,"Debridement of open fracture site, other specified bone"
917,Jenna,Decaze,jdecazepg@hatena.ne.jp,Autologous bone marrow transplant with purging
918,Maddy,Misken,mmiskenph@wikia.com,Lysis of adhesions of spinal cord and nerve roots
919,Arny,Woosnam,awoosnampi@un.org,Vaccination against tuberculosis
920,Carmencita,Hiner,chinerpj@miitbeian.gov.cn,Dental examination
921,Curry,Jobbings,cjobbingspk@addthis.com,Closed reduction of malar and zygomatic fracture
922,Sam,Klosa,sklosapl@1und1.de,Revision or replacement of epiretinal visual prosthesis
923,Domenico,Rimour,drimourpm@wordpress.org,Operations on globus pallidus
924,Guss,Callow,gcallowpn@unesco.org,Magnetic resonance imaging of chest and myocardium
925,Stevana,Gissing,sgissingpo@foxnews.com,Endoscopic excision or destruction of lesion or tissue of pancreatic duct
926,Tiffie,Cawte,tcawtepp@foxnews.com,Insertion of left atrial appendage device
927,Dyna,Skeats,dskeatspq@mac.com,"X-ray, other and unspecified"
928,Stevena,Papen,spapenpr@phoca.cz,Partial gastrectomy with anastomosis to esophagus
929,Manuel,Undrill,mundrillps@admin.ch,Transapical replacement of pulmonary valve
930,Enrica,Poxson,epoxsonpt@wikispaces.com,Other transurethral destruction of prostate tissue by other thermotherapy
931,Michelina,Vinker,mvinkerpu@soup.io,Puncture of spleen
932,Star,Mc Giffin,smcgiffinpv@baidu.com,Mechanical phacofragmentation and aspiration of cataract by posterior route
933,Nessa,Tolossi,ntolossipw@berkeley.edu,"Sequestrectomy, other bones"
934,Dolley,Ditch,dditchpx@webeden.co.uk,"Refusion of lumbar and lumbosacral spine, posterior column, posterior technique"
935,Brynn,O'Kennedy,bokennedypy@hexun.com,Iridotomy with transfixion
936,Gar,Pierce,gpiercepz@berkeley.edu,"Unspecified operation on bone injury, carpals and metacarpals"
937,Jacklin,Dolphin,jdolphinq0@ow.ly,Other nephrotomogram
938,Alanah,Marginson,amarginsonq1@dion.ne.jp,Other diagnostic procedures on lung or bronchus
939,Enoch,Carden,ecardenq2@nsw.gov.au,Other and open repair of direct inguinal hernia with graft or prosthesis
940,Merilyn,Dunham,mdunhamq3@ebay.com,Carotid pulse tracing with ECG lead
941,Ernest,Everley,eeverleyq4@wunderground.com,Replacement of vessel-to-vessel cannula
942,Rosana,Banstead,rbansteadq5@bandcamp.com,"Microscopic examination of specimen from liver, biliary tract, and pancreas, cell block and Papanicolaou smear"
943,Cullin,Laycock,claycockq6@mediafire.com,"Implantation or fitting of prosthetic limb device, not otherwise specified"
944,Leroy,Beckson,lbecksonq7@psu.edu,Other puncture of vein
945,Yolane,Bredbury,ybredburyq8@domainmarket.com,Tracheostomy toilette
946,Mar,Venton,mventonq9@typepad.com,Removal of other device from trunk
947,Tyler,Sheaber,tsheaberqa@cbc.ca,Other operations on thoracic duct
948,Murry,Abell,mabellqb@wikia.com,Amputation through forearm
949,Rois,Tubble,rtubbleqc@ucoz.com,Removal of intraluminal foreign body from pharynx without incision
950,Malva,Fierman,mfiermanqd@harvard.edu,Anal cerclage
951,Cesaro,Rossbrook,crossbrookqe@globo.com,Other diagnostic procedures on lymphatic structures
952,Alisander,Wanstall,awanstallqf@fastcompany.com,Removal of intracranial neurostimulator lead(s)
953,Clevie,Wheelan,cwheelanqg@networksolutions.com,"Biopsy of joint structure, wrist"
954,Andy,Apfelmann,aapfelmannqh@phoca.cz,Esophagoscopy through artificial stoma
955,Bethany,Blance,bblanceqi@g.co,Umbilical vein catheterization
956,Micky,Grissett,mgrissettqj@miibeian.gov.cn,Transplantation of ovary
957,Dania,Welburn,dwelburnqk@dedecms.com,Unilateral lung transplantation
958,Raleigh,McNeilley,rmcneilleyql@squarespace.com,"Endarterectomy, intracranial vessels"
959,Dori,Maddie,dmaddieqm@about.com,Other and unspecified thoracoscopic operations on thymus
960,Justin,Buttrick,jbuttrickqn@loc.gov,Injection into thoracic cavity
961,Amandy,Osipenko,aosipenkoqo@webmd.com,"Laparoscopic repair of inguinal hernia with graft or prosthesis, not otherwise specified"
962,Sophi,Sirmond,ssirmondqp@sfgate.com,"Other division of bone, other bones"
963,Paolina,Thome,pthomeqq@ebay.co.uk,Forceps application to aftercoming head
964,Karole,Hounsham,khounshamqr@desdev.cn,Ligation of esophageal varices
965,Sheila,Starcks,sstarcksqs@twitpic.com,Repair of adrenal gland
966,Liz,Beckinsall,lbeckinsallqt@hexun.com,Other orbitotomy
967,Gertrud,Birchill,gbirchillqu@w3.org,Removal of skull tongs or halo traction device
968,Basia,Sumpner,bsumpnerqv@intel.com,"Bone graft, tarsals and metatarsals"
969,Darrick,Yole,dyoleqw@creativecommons.org,Combined alcohol and drug rehabilitation and detoxification
